Title,Date,Start Time,End Time,Location,Description
PharmTalk®: Inspiring Leaders in Pharmacy,2025-03-23,15:30:00,16:00:00,101C - Music City Center,"Pharmacists inherit leadership responsibilities the moment they step into the professional world. From budgeting to effective conversations in people management, successful pharmacists are inspirational leaders. Attend this session to hear from leaders about lessons they've learned to maximize potential of their team and/or their business. ACPE Number: 0202-0000-25-111-L99-P Number of Hours: 0.5 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
"Legal, Regulatory, and Real World Perspectives on Counterfeit Medicines in the Supply Chain",2025-03-23,15:30:00,16:30:00,106AB - Music City Center,"Counterfeit drugs are a 200 billion dollar/year industry. The advent of the online only pharmacy has increased the need for vigilance from pharmacists and federal agencies in preventing harm to our patients. Attend this session to learn best practices in detecting and preventing counterfeit drugs from reaching your patients from a pharmacist working on the front lines of this ongoing battle. ACPE Number: 0202-0000-25-043-L05-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
DEI Town Hall,2025-03-23,15:30:00,16:30:00,105AB - Music City Center,This session does not offer CPE credit.
PharmTalk® - From Burnout to Breakthrough: How Leaders Can Ignite Innovation,2025-03-23,15:30:00,16:00:00,101C - Music City Center,This presentation is an accepted proposal from the Inspiring Leaders in Pharmacy PharmTalk category.
PharmTalk® - Breaking the Bamboo Ceiling in Pharmacy Leadership,2025-03-23,15:30:00,16:00:00,101C - Music City Center,This presentation is an accepted proposal from the Inspiring Leaders in Pharmacy PharmTalk category.
2025 Immunization Champion Award Reception,2025-03-23,16:45:00,18:15:00,Broadway Ballroom A-E - Omni Nashville,"Join us as we celebrate excellence in immunization advocacy and service at the 2025 APhA Immunization Champions Awards Ceremony ! This prestigious event honors outstanding individuals, pharmacy teams, and institutions that have made significant contributions to advancing immunization practices and improving public health. This year, we proudly recognize the achievements of our 2025 Immunization Champions : Corporation/Institution Recipient: ShotRx Health and Wellness Solutions Honorary Mentions: Livingston Pharmacy and Auburn University Harrison College of Pharmacy Division of Clinical Affairs & Outreach Friend of Pharmacy Recipient: David McCormick Honorary Mention: Dr. Michelle Fiscus Individual Practitioners Recipient: Theresa Castellanos Honorary Mentions: Joel Thornbury and Ijeoma Uwakwe Pharmacy Team Member Recipient: Lisa D. Goode Supported by Pfizer, Merck, GSK, Moderna, and VaxServe (a Sanofi Company)."
NPhA | SNPhA Networking Reception,2025-03-23,17:00:00,19:00:00,Legends Ballroom A - Omni Nashville,
Albany College of Pharmacy Alumni Event,2025-03-23,17:00:00,19:00:00,Music Row 3 - Omni Nashville,
Iowa Reception,2025-03-23,17:30:00,19:00:00,Legends Ballroom B-C - Omni Nashville,
Florida Pharmacy Association Reception,2025-03-23,17:30:00,19:00:00,Legends Ballroom G - Omni Nashville,
Albert B. Prescott Leadership Award Presentation Honoring Lydia Bailey,2025-03-23,17:30:00,18:30:00,Music Row 1 - Omni Nashville,
"APhA Awards Ceremony, Bowl of Hygeia Recognition & Remington Lecturer",2025-03-23,18:15:00,20:00:00,Broadway Ballroom A-E - Omni Nashville,"Join us for the 2025 APhA Awards Ceremony , an evening dedicated to honoring outstanding achievements in pharmacy. This prestigious event will recognize individuals who have made significant contributions to the profession, from leadership and mentorship to groundbreaking research and excellence in practice. Awards to be Presented: Gloria Niemeyer Francke Leadership Mentor Award – Recognizing exceptional mentorship in pharmacy. Generation Rx Award of Excellence – Honoring commitment to prescription drug abuse prevention. Distinguished New Practitioner Award – Celebrating outstanding contributions by a new practitioner. Thomas E. Menighan Pharmacy Management Excellence Award – Acknowledging excellence in pharmacy management. Distinguished Achievement Awards – Recognizing excellence across various fields of pharmacy. William H. Briner Distinguished Achievement Award in Nuclear Pharmacy Practice – Honoring excellence in nuclear pharmacy. Ebert Prize – Awarded for significant contributions to pharmaceutical science. APhA-APRS Research Achievement Award – Recognizing outstanding pharmaceutical research. Wiederholt Prize for Best Published Paper in ESAS – Awarding excellence in economic, social, and administrative sciences. Clinical Research Paper Award – Recognizing impactful clinical research publications. Honorary Membership & Honorary President – Honoring distinguished service to APhA and the profession. H.A.B. Dunning Award – Recognizing outstanding service and leadership in pharmacy. Daniel B. Smith Practice Excellence Award – Celebrating exceptional pharmacy practice. The evening will also include the Bowl of Hygeia Recognition and the prestigious Remington Honor Medal Lecture , celebrating pharmacy’s highest honors. This event is open to all attendees , so don’t miss this inspiring night of recognition and celebration!"
2025 Remington Honor Medalist Dinner (ticket required),2025-03-23,20:15:00,21:30:00,Broadway Ballroom F - Omni Nashville,
APhA Foundation 1953 Society Reception (by invitation only),2025-03-23,21:30:00,22:30:00,Music Row 5 - Omni Nashville,
APhA House of Delegates Office Hours,2025-03-24,07:00:00,13:00:00,Board Room A - Music City Center,
Cultural Competency for Pharmacy Learners and Preceptors,2025-03-24,08:00:00,09:00:00,105AB - Music City Center,"Cultural competency is the ability to understand and respect different cultural values, attitudes, and beliefs, while responding appropriately. We often think about cultural diversity in our patients, but what about our colleagues, students, and residents? Attend this session to consider new viewpoints and best teaching practices for cultural competence as a preceptor. ACPE Number: 0202-0000-25-085-L04-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
APhA-ASP National Leadership Transition Meeting (by invitation only),2025-03-24,08:00:00,12:00:00,207AB - Music City Center,Closed session - by invitation only
I-40 Alternatives to Opioids for Older Adults,2025-03-24,08:00:00,09:00:00,101AB - Music City Center,"The National Institutes of Health estimates that 65% of U.S. adults over the age of 65 suffer from pain. Using opioids in older adults is particularly complicated due to pharmacokinetic differences with aging and risk of adverse effects. This session will review alternatives to opioids, including nonopioid pharmacologic options and nonpharmacologic therapies to support pharmacists with providing recommendations for effective multimodal management of pain in older adults. ACPE Number: 0202-0000-25-070-L08-P Number of Hours: 1 Activity Type: Application-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
The Pharmacist's Role in Gene Therapy Treatments,2025-03-24,08:00:00,09:00:00,102AB - Music City Center,"Gene therapy advancements have the potential to be applied to many previously untreatable conditions. It is imperative that pharmacists keep abreast of these new treatment modalities in preparation for their patients who may be candidates to receive gene therapy. Attend this program for pharmacists to understand the foundational principles of gene therapy as well as current and potential future gene therapy products. ACPE Number: 0202-0000-25-044-L01-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Strumming the Right Chords: Transitions of Care Excellence,2025-03-24,08:00:00,09:00:00,103C - Music City Center,"Join us for an insightful session dedicated to optimizing transitions of care (TOC) across various practice settings. This session will provide you with essential strategies for implementing TOC effectively, from practical tips and preparation techniques to utilizing guidelines and supporting data. We will explore the significance of TOC and emphasize the crucial role of pharmacists in fostering collaboration and improving patient outcomes. ACPE Number: 0202-0000-25-031-L04-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
